state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
TN,2024,Shelby County,02-05,1174,2862,59,4095,1121,2856,75,4052,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-06,936,2010,54,3000,903,2050,41,2994,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-07,1043,2495,68,3606,998,2526,59,3583,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-08,857,2343,44,3244,808,2337,66,3211,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-09,593,2047,25,2665,565,2034,35,2634,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-10,621,1705,37,2363,622,1681,36,2339,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-11,845,1431,27,2303,780,1460,38,2278,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-12,671,610,28,1309,613,625,35,1273,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-13,1079,745,37,1861,1029,757,43,1829,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-14,829,460,32,1321,815,443,40,1298,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,02-15,166,61,2,229,158,59,8,225,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-01,2050,1660,58,3768,1976,1612,96,3684,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-02,1740,1830,55,3625,1678,1799,84,3561,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-03,1090,2375,57,3522,1025,2387,64,3476,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-04,1394,1936,53,3383,1346,1889,69,3304,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-05,1229,2298,50,3577,1195,2259,85,3539,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-06,770,2186,39,2995,747,2168,37,2952,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-07,579,1150,24,1753,567,1154,25,1746,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-08,894,2026,61,2981,876,1966,80,2922,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-09,847,1298,45,2190,834,1255,57,2146,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-10,1117,2479,52,3648,1061,2454,70,3585,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,03-11,1429,2472,65,3966,1361,2411,100,3872,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-01,1797,2187,63,4047,1749,2260,48,4057,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-02,950,1293,32,2275,916,1327,24,2267,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-03,1231,1465,44,2740,1173,1523,37,2733,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-04,839,710,26,1575,804,726,32,1562,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-05,1487,2091,65,3643,1452,2131,53,3636,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-06,1014,1694,50,2758,969,1730,39,2738,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-07,1679,1706,62,3447,1682,1676,57,3415,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-08,1611,1172,52,2835,1550,1192,67,2809,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-09,1875,1286,46,3207,1764,1311,78,3153,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-10,1379,2359,78,3816,1324,2411,60,3795,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-11,1147,2289,78,3514,1112,2316,60,3488,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,04-12,1490,2416,89,3995,1432,2462,71,3965,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-01,224,184,8,416,214,177,12,403,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-02,1417,837,40,2294,1347,769,98,2214,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-03,2545,1240,53,3838,2439,1230,92,3761,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-04,1415,784,40,2239,1379,766,55,2200,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-05,2340,713,62,3115,2288,701,79,3068,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-06,1814,569,42,2425,1774,540,75,2389,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-07,1923,1148,51,3122,1840,1122,82,3044,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-08,1037,304,25,1366,999,312,42,1353,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-09,2336,1344,74,3754,2264,1324,88,3676,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-10,1976,1219,95,3290,1930,1239,77,3246,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,05-12,89,28,1,118,87,27,3,117,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-01,1925,320,43,2288,1805,333,77,2215,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-02,1009,524,28,1561,987,520,36,1543,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-03,825,113,18,956,765,124,25,914,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-04,1933,440,51,2424,1818,450,74,2342,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-05,1855,226,34,2115,1705,260,67,2032,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-06,2151,427,42,2620,1997,467,69,2533,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-07,846,413,25,1284,805,395,38,1238,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-08,1407,328,38,1773,1326,334,53,1713,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,06-09,1342,380,44,1766,1279,367,77,1723,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-01,1894,199,32,2125,1716,238,76,2030,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-02,1067,152,28,1247,953,182,50,1185,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-03,1290,184,33,1507,1175,212,61,1448,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-04,1312,180,24,1516,1230,200,41,1471,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-05,1151,71,28,1250,1045,116,40,1201,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-06,2087,199,47,2333,1980,231,56,2267,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-07,844,528,34,1406,788,527,49,1364,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-08,2139,343,53,2535,2071,356,54,2481,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-09,1329,253,61,1643,1234,284,67,1585,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,07-10,1827,361,42,2230,1820,370,29,2219,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-01,1300,167,31,1498,1155,203,65,1423,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-02,493,163,14,670,452,166,21,639,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-03,1567,591,33,2191,1481,627,55,2163,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-04,1239,111,47,1397,1137,149,54,1340,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-05,1742,433,40,2215,1663,441,59,2163,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-06,907,129,15,1051,832,130,39,1001,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-07,971,178,34,1183,929,193,38,1160,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-08,1210,334,17,1561,1173,338,25,1536,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-09,1386,101,38,1525,1208,154,65,1427,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-10,1189,276,26,1491,1168,279,33,1480,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-11,1326,82,25,1433,1177,116,54,1347,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,08-12,1091,68,29,1188,966,109,51,1126,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-01,530,28,8,566,483,41,16,540,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-02,1155,84,21,1260,1035,121,44,1200,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-03,1863,94,42,1999,1640,152,91,1883,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-04,2618,149,64,2831,2378,218,91,2687,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-05,2280,182,35,2497,2075,239,73,2387,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-06,1897,114,35,2046,1702,165,71,1938,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-07,2433,171,52,2656,2218,228,68,2514,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-08,2115,125,43,2283,1934,178,67,2179,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-09,2229,179,43,2451,2048,229,79,2356,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-10,1726,96,49,1871,1536,149,70,1755,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,09-11,1810,147,26,1983,1687,155,59,1901,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-01,800,86,22,908,728,94,41,863,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-02,1434,94,43,1571,1314,125,49,1488,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-03,2244,234,49,2527,2095,268,82,2445,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-04,1729,93,35,1857,1541,158,67,1766,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-05,1228,413,26,1667,1140,416,53,1609,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-06,1521,110,40,1671,1386,157,63,1606,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-07,1503,103,38,1644,1354,142,58,1554,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-08,1805,200,35,2040,1616,254,77,1947,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-09,1645,146,36,1827,1483,168,74,1725,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,10-10,1167,159,21,1347,1060,176,45,1281,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-01,1380,154,26,1560,1256,185,66,1507,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-02,1433,171,23,1627,1312,195,62,1569,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-03,1745,295,42,2082,1612,309,69,1990,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-04,1540,170,34,1744,1409,201,60,1670,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-05,1986,255,38,2279,1817,274,99,2190,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-06,2222,236,39,2497,2014,268,132,2414,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-07,1774,164,39,1977,1593,216,69,1878,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,11-08,1583,225,33,1841,1459,233,87,1779,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-01,1449,353,32,1834,1300,376,88,1764,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-02,1713,398,53,2164,1630,403,87,2120,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-03,1151,783,57,1991,1109,802,51,1962,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-04,2506,302,38,2846,2209,348,197,2754,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-05,2152,280,35,2467,1987,306,96,2389,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-06,2262,323,39,2624,2115,337,114,2566,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-07,2553,309,36,2898,2369,335,115,2819,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-08,2924,300,48,3272,2742,328,131,3201,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-09,1658,571,38,2267,1592,581,56,2229,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,12-10,2083,206,27,2316,1967,214,70,2251,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-01,452,529,21,1002,445,502,30,977,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-02,505,493,30,1028,513,476,24,1013,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-03,2147,2032,93,4272,2131,2072,58,4261,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-04,1058,357,26,1441,987,358,41,1386,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-05,1160,988,33,2181,1129,1021,25,2175,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-06,1573,1520,65,3158,1531,1578,66,3175,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-07,3466,758,72,4296,3430,745,78,4253,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-08,2408,1038,53,3499,2371,1061,47,3479,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-09,1499,710,64,2273,1458,729,52,2239,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-10,23,17,0,40,21,17,0,38,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-11,2138,1541,84,3763,2084,1518,94,3696,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Shelby County,13-12,26,28,1,55,19,31,3,53,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,01 Defeated,174,1009,9,1192,168,962,19,1149,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,02 Tanglewood,238,893,11,1142,226,861,19,1106,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,03 New Middleton,225,1134,15,1374,226,1070,23,1319,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,04 Rock City,163,944,9,1116,171,884,28,1083,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,05 Gordonsville,181,1118,10,1309,183,1064,22,1269,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,06 Carthage,220,647,10,877,220,609,20,849,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,07 South Carthage,191,970,7,1168,179,920,21,1120,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Smith County,08 Elmwood,203,940,15,1158,203,885,25,1113,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,1-1 Indian Mound,150,756,9,915,147,725,18,890,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,2-1 Big Rock,166,736,9,911,157,713,23,893,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,3-1 Bumpus Mills,134,793,10,937,126,759,25,910,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,4-1 Church Street,161,655,11,827,150,625,26,801,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,5-1 Visitors Center,196,900,9,1105,184,890,14,1088,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,6-1 Public Library,196,767,10,973,181,729,20,930,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Stewart County,7-1 Cumberland City,157,782,13,952,156,760,17,933,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,10A,958,2621,39,3618,900,2647,54,3601,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,10B,412,1743,23,2178,386,1711,46,2143,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,11A,1673,3658,72,5403,1569,3640,129,5338,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,11B,886,1560,27,2473,853,1535,59,2447,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,1A,463,2353,21,2837,431,2356,41,2828,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,2A,1046,2651,46,3743,992,2630,82,3704,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,2B,805,2105,51,2961,758,2143,42,2943,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,2C,488,1820,23,2331,469,1785,47,2301,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,3A,776,2139,42,2957,730,2133,53,2916,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,4A,927,4309,44,5280,866,4278,77,5221,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,4B,381,2085,16,2482,360,2079,23,2462,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,4C,304,1584,9,1897,281,1583,25,1889,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,5A,845,3308,51,4204,806,3302,57,4165,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,5B,401,1762,21,2184,397,1730,35,2162,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,5C,114,679,7,800,111,662,13,786,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,6A,938,4056,44,5038,863,4071,83,5017,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,6B,641,2786,26,3453,619,2755,53,3427,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,6C,293,1622,15,1930,278,1599,30,1907,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,7A,838,2380,37,3255,780,2400,47,3227,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,7B,541,1977,16,2534,509,1983,37,2529,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,7C,273,1331,21,1625,260,1328,28,1616,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,8A,881,3270,43,4194,795,3307,71,4173,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,8B,407,2061,20,2488,394,2058,36,2488,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
