"Precinct","Tally Type","Registration","Turnout","Total Votes","Harris, Kamala D.","Oliver, Chase","Skousen, Joel","Trump, Donald J.","None of These Candidates"
"4018","Mail",708,161,159,"102","0","1","55","1"
"4019","Totals",2815,1163,1161,"767","6","1","377","10"
"4019","Election Day",2815,377,377,"234","3","0","137","3"
"4019","Early Vote",2815,282,282,"166","0","0","114","2"
"4019","Mail",2815,504,502,"367","3","1","126","5"
"4020","Totals",1732,1025,1023,"655","5","5","337","21"
"4020","Election Day",1732,271,271,"167","1","4","93","6"
"4020","Early Vote",1732,293,293,"185","2","0","105","1"
"4020","Mail",1732,461,459,"303","2","1","139","14"
"4021","Totals",1148,795,793,"454","3","1","324","11"
"4021","Election Day",1148,137,137,"63","0","0","73","1"
"4021","Early Vote",1148,304,304,"144","2","0","156","2"
"4021","Mail",1148,354,352,"247","1","1","95","8"
"4022","Totals",2218,1472,1469,"890","6","5","552","16"
"4022","Election Day",2218,371,371,"210","1","2","152","6"
"4022","Early Vote",2218,524,524,"276","1","2","243","2"
"4022","Mail",2218,577,574,"404","4","1","157","8"
"4024","Totals",2193,1254,1253,"889","2","4","347","11"
"4024","Election Day",2193,328,328,"220","2","1","99","6"
"4024","Early Vote",2193,467,467,"291","0","3","171","2"
"4024","Mail",2193,459,458,"378","0","0","77","3"
"4026","Totals",45,21,21,"13","0","0","7","1"
"4026","Election Day",45,4,4,"*","*","*","*","*"
"4026","Early Vote",45,6,6,"*","*","*","*","*"
"4026","Mail",45,11,11,"9","0","0","2","0"
"4027","Totals",2132,1165,1162,"736","6","7","382","31"
"4027","Election Day",2132,264,264,"160","1","1","97","5"
"4027","Early Vote",2132,380,380,"221","2","2","147","8"
"4027","Mail",2132,521,518,"355","3","4","138","18"
"4028","Totals",2414,1086,1079,"912","8","1","142","16"
"4028","Election Day",2414,282,281,"213","4","0","57","7"
"4028","Early Vote",2414,339,337,"283","1","0","49","4"
"4028","Mail",2414,465,461,"416","3","1","36","5"
"4030","Totals",2654,979,975,"787","2","3","165","18"
"4030","Election Day",2654,329,329,"237","1","3","77","11"
"4030","Early Vote",2654,244,244,"190","1","0","51","2"
"4030","Mail",2654,406,402,"360","0","0","37","5"
"4031","Totals",344,98,97,"76","0","0","20","1"
"4031","Election Day",344,39,39,"26","0","0","13","0"
"4031","Early Vote",344,24,24,"20","0","0","3","1"
"4031","Mail",344,35,34,"30","0","0","4","0"
"4032","Totals",1436,906,902,"508","2","2","379","11"
"4032","Election Day",1436,204,203,"107","0","0","94","2"
"4032","Early Vote",1436,351,351,"164","2","0","181","4"
"4032","Mail",1436,351,348,"237","0","2","104","5"
"4034","Totals",746,403,402,"246","3","0","147","6"
"4034","Election Day",746,105,105,"65","0","0","39","1"
"4034","Early Vote",746,128,128,"73","1","0","52","2"
"4034","Mail",746,170,169,"108","2","0","56","3"
"4035","Totals",1356,609,606,"416","1","0","182","7"
"4035","Election Day",1356,230,230,"148","0","0","81","1"
"4035","Early Vote",1356,182,182,"118","1","0","62","1"
"4035","Mail",1356,197,194,"150","0","0","39","5"
"4036","Totals",2404,1338,1335,"914","5","1","399","16"
"4036","Election Day",2404,424,424,"263","1","0","154","6"
"4036","Early Vote",2404,418,417,"283","1","0","130","3"
"4036","Mail",2404,496,494,"368","3","1","115","7"
"4037","Totals",1409,524,523,"363","4","1","148","7"
"4037","Election Day",1409,204,204,"129","1","0","71","3"
"4037","Early Vote",1409,122,122,"79","1","1","40","1"
"4037","Mail",1409,198,197,"155","2","0","37","3"
"4038","Totals",0,0,0,"0","0","0","0","0"
"4038","Election Day",0,0,0,"0","0","0","0","0"
"4038","Early Vote",0,0,0,"0","0","0","0","0"
"4038","Mail",0,0,0,"0","0","0","0","0"
"4039","Totals",0,0,0,"0","0","0","0","0"
"4039","Election Day",0,0,0,"0","0","0","0","0"
"4039","Early Vote",0,0,0,"0","0","0","0","0"
"4039","Mail",0,0,0,"0","0","0","0","0"
"4040","Totals",1227,270,267,"173","3","0","85","6"
"4040","Election Day",1227,69,69,"48","1","0","17","3"
"4040","Early Vote",1227,83,83,"50","0","0","33","0"
"4040","Mail",1227,118,115,"75","2","0","35","3"
"4041","Totals",0,0,0,"0","0","0","0","0"
"4041","Election Day",0,0,0,"0","0","0","0","0"
"4041","Early Vote",0,0,0,"0","0","0","0","0"
"4041","Mail",0,0,0,"0","0","0","0","0"
"4043","Totals",821,548,548,"345","4","1","190","8"
"4043","Election Day",821,110,110,"56","1","1","50","2"
"4043","Early Vote",821,225,225,"133","0","0","89","3"
"4043","Mail",821,213,213,"156","3","0","51","3"
"4044","Totals",3459,2169,2168,"1381","14","3","741","29"
"4044","Election Day",3459,527,527,"319","4","2","192","10"
"4044","Early Vote",3459,801,800,"451","6","0","335","8"
"4044","Mail",3459,841,841,"611","4","1","214","11"
"4045","Totals",625,415,414,"259","1","2","146","6"
"4045","Election Day",625,87,87,"46","1","0","37","3"
"4045","Early Vote",625,158,158,"89","0","1","67","1"
"4045","Mail",625,170,169,"124","0","1","42","2"
"4046","Totals",882,691,690,"307","4","0","364","15"
"4046","Election Day",882,105,105,"47","0","0","58","0"
"4046","Early Vote",882,343,342,"117","1","0","220","4"
"4046","Mail",882,243,243,"143","3","0","86","11"
"4069","Totals",212,82,82,"44","0","0","37","1"
"4069","Election Day",212,28,28,"17","0","0","10","1"
"4069","Early Vote",212,20,20,"5","0","0","15","0"
"4069","Mail",212,34,34,"22","0","0","12","0"
"4070","Totals",4,4,4,"*","*","*","*","*"
"4070","Election Day",4,3,3,"*","*","*","*","*"
"4070","Early Vote",4,0,0,"0","0","0","0","0"
"4070","Mail",4,1,1,"*","*","*","*","*"
"4073","Totals",49,29,29,"14","0","0","15","0"
"4073","Election Day",49,7,7,"*","*","*","*","*"
"4073","Early Vote",49,6,6,"*","*","*","*","*"
"4073","Mail",49,16,16,"9","0","0","7","0"
"4075","Totals",2,0,0,"0","0","0","0","0"
"4075","Election Day",2,0,0,"0","0","0","0","0"
"4075","Early Vote",2,0,0,"0","0","0","0","0"
"4075","Mail",2,0,0,"0","0","0","0","0"
"4076","Totals",14,4,4,"*","*","*","*","*"
"4076","Election Day",14,0,0,"0","0","0","0","0"
"4076","Early Vote",14,0,0,"0","0","0","0","0"
"4076","Mail",14,4,4,"*","*","*","*","*"
"4304","Totals",3614,2232,2227,"1548","9","4","641","25"
"4304","Election Day",3614,559,559,"361","0","1","188","9"
"4304","Early Vote",3614,779,778,"502","1","2","265","8"
"4304","Mail",3614,894,890,"685","8","1","188","8"
"4306","Totals",2204,1348,1346,"949","5","4","367","21"
"4306","Election Day",2204,336,336,"211","0","2","119","4"
"4306","Early Vote",2204,446,446,"304","1","1","136","4"
"4306","Mail",2204,566,564,"434","4","1","112","13"
"4309","Totals",1297,705,703,"541","1","1","147","13"
"4309","Election Day",1297,218,218,"167","1","1","47","2"
"4309","Early Vote",1297,212,212,"161","0","0","48","3"
"4309","Mail",1297,275,273,"213","0","0","52","8"
"4387","Totals",2556,1189,1188,"786","7","0","381","14"
"4387","Election Day",2556,433,433,"269","1","0","157","6"
"4387","Early Vote",2556,351,351,"215","2","0","132","2"
"4387","Mail",2556,405,404,"302","4","0","92","6"
"4400","Totals",3656,2304,2302,"1491","7","4","781","19"
"4400","Election Day",3656,536,535,"333","0","0","198","4"
"4400","Early Vote",3656,848,848,"490","1","2","352","3"
"4400","Mail",3656,920,919,"668","6","2","231","12"
"4401","Totals",8,5,5,"*","*","*","*","*"
"4401","Election Day",8,1,1,"*","*","*","*","*"
"4401","Early Vote",8,2,2,"*","*","*","*","*"
"4401","Mail",8,2,2,"*","*","*","*","*"
"4402","Totals",969,699,697,"433","3","0","251","10"
"4402","Election Day",969,113,113,"77","0","0","33","3"
"4402","Early Vote",969,331,331,"189","1","0","138","3"
"4402","Mail",969,255,253,"167","2","0","80","4"
"4404","Totals",3460,2355,2350,"1524","7","6","770","43"
"4404","Election Day",3460,512,512,"297","3","2","202","8"
"4404","Early Vote",3460,855,855,"498","2","3","342","10"
"4404","Mail",3460,988,983,"729","2","1","226","25"
"4405","Totals",6,6,6,"*","*","*","*","*"
"4405","Election Day",6,3,3,"*","*","*","*","*"
"4405","Early Vote",6,3,3,"*","*","*","*","*"
"4405","Mail",6,0,0,"0","0","0","0","0"
"4406","Totals",2,2,2,"*","*","*","*","*"
"4406","Election Day",2,2,2,"*","*","*","*","*"
"4406","Early Vote",2,0,0,"0","0","0","0","0"
"4406","Mail",2,0,0,"0","0","0","0","0"
"4407","Totals",11,11,11,"3","0","0","8","0"
"4407","Election Day",11,4,4,"*","*","*","*","*"
"4407","Early Vote",11,1,1,"*","*","*","*","*"
"4407","Mail",11,6,6,"*","*","*","*","*"
"4408","Totals",3,2,2,"*","*","*","*","*"
"4408","Election Day",3,1,1,"*","*","*","*","*"
"4408","Early Vote",3,0,0,"0","0","0","0","0"
"4408","Mail",3,1,1,"*","*","*","*","*"
"4411","Totals",2023,1346,1345,"791","5","4","525","20"
"4411","Election Day",2023,298,298,"177","0","2","117","2"
"4411","Early Vote",2023,492,492,"243","0","1","241","7"
"4411","Mail",2023,556,555,"371","5","1","167","11"
"4413","Totals",963,728,726,"356","2","1","363","4"
"4413","Election Day",963,82,82,"37","1","0","43","1"
"4413","Early Vote",963,356,355,"134","1","0","219","1"
"4413","Mail",963,290,289,"185","0","1","101","2"
"4414","Totals",3092,2159,2156,"1196","7","1","921","31"
"4414","Election Day",3092,431,431,"198","0","1","221","11"
"4414","Early Vote",3092,885,885,"400","2","0","478","5"
"4414","Mail",3092,843,840,"598","5","0","222","15"
"4415","Totals",2376,1050,1046,"774","7","2","253","10"
"4415","Election Day",2376,377,376,"243","2","1","125","5"
"4415","Early Vote",2376,267,266,"200","1","0","63","2"
"4415","Mail",2376,406,404,"331","4","1","65","3"
"4417","Totals",3234,2290,2288,"1298","11","1","951","27"
"4417","Election Day",3234,425,425,"230","0","0","189","6"
"4417","Early Vote",3234,945,945,"445","4","1","485","10"
"4417","Mail",3234,920,918,"623","7","0","277","11"
"4420","Totals",330,243,243,"150","0","1","87","5"
"4420","Election Day",330,36,36,"23","0","0","13","0"
"4420","Early Vote",330,102,102,"52","0","1","49","0"
"4420","Mail",330,105,105,"75","0","0","25","5"
"4421","Totals",2707,1820,1818,"1025","2","5","764","22"
"4421","Election Day",2707,396,396,"197","0","1","192","6"
"4421","Early Vote",2707,711,711,"342","1","2","363","3"
"4421","Mail",2707,713,711,"486","1","2","209","13"
"4422","Totals",2892,1921,1918,"1125","7","1","757","28"
"4422","Election Day",2892,419,419,"212","2","1","194","10"
"4422","Early Vote",2892,734,734,"365","1","0","361","7"
"4422","Mail",2892,768,765,"548","4","0","202","11"
"4423","Totals",3643,2373,2370,"1380","16","3","935","36"
"4423","Election Day",3643,485,485,"266","2","0","211","6"
"4423","Early Vote",3643,932,932,"477","2","2","438","13"
"4423","Mail",3643,956,953,"637","12","1","286","17"
"4434","Totals",173,92,92,"37","0","0","55","0"
"4434","Election Day",173,15,15,"5","0","0","10","0"
"4434","Early Vote",173,28,28,"8","0","0","20","0"
"4434","Mail",173,49,49,"24","0","0","25","0"
"4454","Totals",2,2,2,"*","*","*","*","*"
"4454","Election Day",2,1,1,"*","*","*","*","*"
"4454","Early Vote",2,1,1,"*","*","*","*","*"
"4454","Mail",2,0,0,"0","0","0","0","0"
"4458","Totals",1,0,0,"0","0","0","0","0"
"4458","Election Day",1,0,0,"0","0","0","0","0"
"4458","Early Vote",1,0,0,"0","0","0","0","0"
"4458","Mail",1,0,0,"0","0","0","0","0"
"4461","Totals",2080,937,931,"749","1","3","165","13"
"4461","Election Day",2080,256,256,"180","0","1","68","7"
"4461","Early Vote",2080,260,259,"206","0","1","51","1"
"4461","Mail",2080,421,416,"363","1","1","46","5"
"4463","Totals",349,142,142,"102","0","1","38","1"
"4463","Election Day",349,33,33,"22","0","0","11","0"
"4463","Early Vote",349,48,48,"33","0","0","15","0"
"4463","Mail",349,61,61,"47","0","1","12","1"
"4501","Totals",4192,2810,2804,"1683","11","6","1065","39"
"4501","Election Day",4192,565,563,"334","2","2","217","8"
"4501","Early Vote",4192,1054,1053,"532","1","2","511","7"
"4501","Mail",4192,1191,1188,"817","8","2","337","24"
"4502","Totals",1283,808,806,"473","5","0","314","14"
"4502","Election Day",1283,197,197,"115","2","0","79","1"
"4502","Early Vote",1283,275,275,"135","2","0","130","8"
"4502","Mail",1283,336,334,"223","1","0","105","5"
"4504","Totals",2511,1451,1447,"940","7","2","479","19"
"4504","Election Day",2511,322,322,"196","3","0","117","6"
"4504","Early Vote",2511,522,522,"333","0","2","181","6"
"4504","Mail",2511,607,603,"411","4","0","181","7"
"4505","Totals",1762,1117,1116,"683","2","3","413","15"
"4505","Election Day",1762,277,276,"169","0","2","104","1"
"4505","Early Vote",1762,419,419,"216","0","1","196","6"
"4505","Mail",1762,421,421,"298","2","0","113","8"
"4506","Totals",1637,1016,1014,"603","2","0","397","12"
"4506","Election Day",1637,241,241,"130","1","0","106","4"
"4506","Early Vote",1637,361,361,"198","1","0","160","2"
"4506","Mail",1637,414,412,"275","0","0","131","6"
"4508","Totals",3437,1811,1804,"1383","4","5","389","23"
"4508","Election Day",3437,493,493,"336","0","3","146","8"
"4508","Early Vote",3437,516,516,"378","1","1","131","5"
"4508","Mail",3437,802,795,"669","3","1","112","10"
"4510","Totals",3957,375,374,"200","2","1","162","9"
"4510","Election Day",3957,141,140,"66","0","1","71","2"
"4510","Early Vote",3957,118,118,"71","0","0","46","1"
"4510","Mail",3957,116,116,"63","2","0","45","6"
"4511","Totals",0,0,0,"0","0","0","0","0"
"4511","Election Day",0,0,0,"0","0","0","0","0"
"4511","Early Vote",0,0,0,"0","0","0","0","0"
"4511","Mail",0,0,0,"0","0","0","0","0"
"4512","Totals",3303,2114,2105,"1280","16","1","770","38"
"4512","Election Day",3303,414,413,"250","3","1","149","10"
"4512","Early Vote",3303,829,828,"441","2","0","377","8"
"4512","Mail",3303,871,864,"589","11","0","244","20"
"4526","Totals",3060,1750,1743,"1332","6","2","379","24"
"4526","Election Day",3060,413,412,"262","1","1","142","6"
"4526","Early Vote",3060,569,569,"434","1","1","126","7"
"4526","Mail",3060,768,762,"636","4","0","111","11"
"4528","Totals",2110,1077,1071,"755","12","1","289","14"
"4528","Election Day",2110,268,267,"184","3","0","77","3"
"4528","Early Vote",2110,364,362,"234","5","0","120","3"
"4528","Mail",2110,445,442,"337","4","1","92","8"
"4529","Totals",3125,1537,1532,"1049","5","2","457","19"
"4529","Election Day",3125,476,474,"306","0","0","164","4"
"4529","Early Vote",3125,432,432,"264","1","1","163","3"
"4529","Mail",3125,629,626,"479","4","1","130","12"
"4540","Totals",1073,496,495,"374","4","1","112","4"
"4540","Election Day",1073,172,172,"122","1","1","47","1"
"4540","Early Vote",1073,130,130,"90","0","0","39","1"
"4540","Mail",1073,194,193,"162","3","0","26","2"
"4541","Totals",4216,2235,2231,"1430","10","6","757","28"
"4541","Election Day",4216,721,720,"433","5","4","267","11"
"4541","Early Vote",4216,711,710,"411","1","0","293","5"
"4541","Mail",4216,803,801,"586","4","2","197","12"
"4543","Totals",2878,983,977,"659","7","1","297","13"
"4543","Election Day",2878,302,301,"196","5","0","96","4"
"4543","Early Vote",2878,275,273,"172","2","0","96","3"
"4543","Mail",2878,406,403,"291","0","1","105","6"
"4547","Totals",3211,1329,1325,"865","8","2","441","9"
"4547","Election Day",3211,369,369,"217","0","0","150","2"
"4547","Early Vote",3211,351,350,"207","1","0","141","1"
"4547","Mail",3211,609,606,"441","7","2","150","6"
"4548","Totals",2301,1041,1033,"741","1","3","275","13"
"4548","Election Day",2301,317,317,"230","0","0","85","2"
"4548","Early Vote",2301,329,328,"218","1","0","104","5"
"4548","Mail",2301,395,388,"293","0","3","86","6"
"4550","Totals",777,349,348,"228","1","0","114","5"
"4550","Election Day",777,144,144,"84","1","0","58","1"
"4550","Early Vote",777,78,78,"59","0","0","18","1"
"4550","Mail",777,127,126,"85","0","0","38","3"
"4553","Totals",2285,1037,1036,"701","4","1","319","11"
"4553","Election Day",2285,350,350,"255","1","1","92","1"
"4553","Early Vote",2285,310,310,"171","1","0","135","3"
"4553","Mail",2285,377,376,"275","2","0","92","7"
"4555","Totals",4406,2072,2065,"1352","6","3","669","35"
"4555","Election Day",4406,678,678,"434","1","1","231","11"
"4555","Early Vote",4406,645,645,"384","5","1","249","6"
"4555","Mail",4406,749,742,"534","0","1","189","18"
"4559","Totals",2482,1116,1115,"746","1","3","351","14"
"4559","Election Day",2482,370,370,"240","1","1","126","2"
"4559","Early Vote",2482,381,380,"217","0","0","160","3"
"4559","Mail",2482,365,365,"289","0","2","65","9"
"4562","Totals",1688,832,832,"529","4","3","286","10"
"4562","Election Day",1688,264,264,"174","3","2","81","4"
"4562","Early Vote",1688,284,284,"164","0","0","119","1"
"4562","Mail",1688,284,284,"191","1","1","86","5"
"4564","Totals",2686,1392,1388,"924","6","3","435","20"
"4564","Election Day",2686,474,474,"311","3","0","156","4"
"4564","Early Vote",2686,420,419,"258","0","2","156","3"
"4564","Mail",2686,498,495,"355","3","1","123","13"
"4566","Totals",803,457,457,"311","4","0","139","3"
"4566","Election Day",803,147,147,"95","2","0","49","1"
"4566","Early Vote",803,160,160,"108","2","0","50","0"
"4566","Mail",803,150,150,"108","0","0","40","2"
"4573","Totals",403,179,179,"133","0","0","43","3"
"4573","Election Day",403,61,61,"43","0","0","17","1"
"4573","Early Vote",403,57,57,"39","0","0","17","1"
"4573","Mail",403,61,61,"51","0","0","9","1"
"4581","Totals",3761,2296,2291,"1442","6","5","805","33"
"4581","Election Day",3761,565,565,"329","3","3","219","11"
"4581","Early Vote",3761,800,800,"423","0","0","371","6"
"4581","Mail",3761,931,926,"690","3","2","215","16"
"4583","Totals",3294,1983,1978,"1263","9","3","665","38"
"4583","Election Day",3294,457,456,"282","3","2","162","7"
"4583","Early Vote",3294,691,691,"369","1","1","305","15"
"4583","Mail",3294,835,831,"612","5","0","198","16"
"4585","Totals",1426,742,740,"494","2","1","232","11"
"4585","Election Day",1426,263,263,"168","0","1","88","6"
"4585","Early Vote",1426,214,214,"130","0","0","83","1"
"4585","Mail",1426,265,263,"196","2","0","61","4"
"4586","Totals",3857,2483,2474,"1589","6","3","842","34"
"4586","Election Day",3857,541,540,"330","1","2","196","11"
"4586","Early Vote",3857,919,919,"527","2","1","380","9"
"4586","Mail",3857,1023,1015,"732","3","0","266","14"
"4590","Totals",1528,592,587,"420","3","2","154","8"
"4590","Election Day",1528,220,219,"140","1","1","75","2"
"4590","Early Vote",1528,136,135,"102","0","1","32","0"
"4590","Mail",1528,236,233,"178","2","0","47","6"
"4591","Totals",578,209,206,"174","0","1","30","1"
"4591","Election Day",578,49,49,"38","0","0","11","0"
"4591","Early Vote",578,39,39,"32","0","0","7","0"
"4591","Mail",578,121,118,"104","0","1","12","1"
"4597","Totals",3839,1633,1627,"1167","7","3","430","20"
"4597","Election Day",3839,628,628,"419","3","1","197","8"
"4597","Early Vote",3839,413,413,"273","3","0","132","5"
"4597","Mail",3839,592,586,"475","1","2","101","7"
"4605","Totals",1283,683,683,"452","3","1","217","10"
"4605","Election Day",1283,161,161,"100","2","0","59","0"
"4605","Early Vote",1283,186,186,"113","0","0","72","1"
"4605","Mail",1283,336,336,"239","1","1","86","9"
"4609","Totals",5,3,3,"*","*","*","*","*"
"4609","Election Day",5,0,0,"0","0","0","0","0"
"4609","Early Vote",5,0,0,"0","0","0","0","0"
"4609","Mail",5,3,3,"*","*","*","*","*"
"4612","Totals",132,69,69,"45","2","0","20","2"
"4612","Election Day",132,18,18,"16","0","0","1","1"
"4612","Early Vote",132,14,14,"8","0","0","5","1"
"4612","Mail",132,37,37,"21","2","0","14","0"
"4613","Totals",408,319,319,"226","2","0","87","4"
"4613","Election Day",408,88,88,"54","0","0","31","3"
"4613","Early Vote",408,86,86,"58","0","0","28","0"
"4613","Mail",408,145,145,"114","2","0","28","1"
"4615","Totals",11,3,3,"*","*","*","*","*"
"4615","Election Day",11,0,0,"0","0","0","0","0"
"4615","Early Vote",11,0,0,"0","0","0","0","0"
"4615","Mail",11,3,3,"*","*","*","*","*"
"4623","Totals",1862,1357,1354,"698","10","0","631","15"
"4623","Election Day",1862,209,209,"86","0","0","122","1"
"4623","Early Vote",1862,557,557,"246","1","0","307","3"
"4623","Mail",1862,591,588,"366","9","0","202","11"
"4633","Totals",1995,1198,1196,"716","4","4","460","12"
"4633","Election Day",1995,255,255,"149","1","2","100","3"
"4633","Early Vote",1995,429,429,"209","0","0","220","0"
"4633","Mail",1995,514,512,"358","3","2","140","9"
"4638","Totals",436,218,218,"143","1","0","71","3"
"4638","Election Day",436,50,50,"29","1","0","20","0"
"4638","Early Vote",436,68,68,"40","0","0","28","0"
"4638","Mail",436,100,100,"74","0","0","23","3"
"4641","Totals",252,160,160,"69","1","1","89","0"
"4641","Election Day",252,41,41,"11","1","0","29","0"
"4641","Early Vote",252,50,50,"21","0","0","29","0"
"4641","Mail",252,69,69,"37","0","1","31","0"
"4645","Totals",0,0,0,"0","0","0","0","0"
"4645","Election Day",0,0,0,"0","0","0","0","0"
"4645","Early Vote",0,0,0,"0","0","0","0","0"
"4645","Mail",0,0,0,"0","0","0","0","0"
"4650","Totals",2414,1039,1038,"744","3","3","271","17"
"4650","Election Day",2414,337,337,"222","2","2","106","5"
"4650","Early Vote",2414,287,287,"198","1","0","87","1"
"4650","Mail",2414,415,414,"324","0","1","78","11"
"4716","Totals",2429,1485,1481,"936","5","4","520","16"
"4716","Election Day",2429,309,308,"185","1","0","116","6"
"4716","Early Vote",2429,576,575,"333","1","2","232","7"
"4716","Mail",2429,600,598,"418","3","2","172","3"
"5001","Totals",1262,673,665,"446","2","0","211","6"
"5001","Election Day",1262,234,233,"154","2","0","74","3"
"5001","Early Vote",1262,204,203,"124","0","0","78","1"
"5001","Mail",1262,235,229,"168","0","0","59","2"
"5002","Totals",2780,1332,1329,"876","4","2","436","11"
"5002","Election Day",2780,466,466,"304","2","0","156","4"
"5002","Early Vote",2780,391,390,"227","1","1","161","0"
"5002","Mail",2780,475,473,"345","1","1","119","7"
"5003","Totals",369,131,130,"82","1","0","45","2"
"5003","Election Day",369,36,36,"20","0","0","14","2"
"5003","Early Vote",369,31,31,"13","0","0","18","0"
"5003","Mail",369,64,63,"49","1","0","13","0"
"5005","Totals",2424,1284,1282,"830","5","7","431","9"
"5005","Election Day",2424,397,396,"252","3","2","135","4"
"5005","Early Vote",2424,404,404,"235","1","1","164","3"
"5005","Mail",2424,483,482,"343","1","4","132","2"
"5007","Totals",2392,1154,1147,"758","2","1","380","6"
"5007","Election Day",2392,350,349,"212","0","1","134","2"
"5007","Early Vote",2392,384,383,"227","0","0","154","2"
"5007","Mail",2392,420,415,"319","2","0","92","2"
"5008","Totals",2770,1370,1365,"848","12","3","488","14"
"5008","Election Day",2770,387,387,"220","2","0","159","6"
"5008","Early Vote",2770,458,458,"257","1","2","193","5"
"5008","Mail",2770,525,520,"371","9","1","136","3"
"5011","Totals",1684,962,959,"551","3","0","387","18"
"5011","Election Day",1684,274,274,"160","1","0","107","6"
"5011","Early Vote",1684,352,352,"180","1","0","167","4"
"5011","Mail",1684,336,333,"211","1","0","113","8"
"5012","Totals",1917,1026,1021,"647","1","3","353","17"
"5012","Election Day",1917,276,275,"167","0","1","101","6"
"5012","Early Vote",1917,306,305,"170","0","2","129","4"
"5012","Mail",1917,444,441,"310","1","0","123","7"
"5013","Totals",2365,1188,1186,"759","3","1","416","7"
"5013","Election Day",2365,421,421,"252","0","0","164","5"
"5013","Early Vote",2365,332,332,"190","1","0","141","0"
"5013","Mail",2365,435,433,"317","2","1","111","2"
"5014","Totals",0,0,0,"0","0","0","0","0"
"5014","Election Day",0,0,0,"0","0","0","0","0"
"5014","Early Vote",0,0,0,"0","0","0","0","0"
"5014","Mail",0,0,0,"0","0","0","0","0"
"5015","Totals",1690,684,680,"465","0","1","208","6"
"5015","Election Day",1690,272,271,"175","0","0","95","1"
"5015","Early Vote",1690,166,166,"103","0","0","61","2"
"5015","Mail",1690,246,243,"187","0","1","52","3"
"5017","Totals",2336,1463,1458,"815","4","1","621","17"
"5017","Election Day",2336,446,445,"243","2","0","194","6"
"5017","Early Vote",2336,513,513,"240","0","1","270","2"
"5017","Mail",2336,504,500,"332","2","0","157","9"
"5018","Totals",1574,937,934,"588","6","2","331","7"
"5018","Election Day",1574,215,214,"142","0","0","72","0"
"5018","Early Vote",1574,279,279,"150","3","1","121","4"
"5018","Mail",1574,443,441,"296","3","1","138","3"
"5020","Totals",1192,550,550,"353","1","1","190","5"
"5020","Election Day",1192,206,206,"116","1","0","87","2"
"5020","Early Vote",1192,137,137,"82","0","0","55","0"
"5020","Mail",1192,207,207,"155","0","1","48","3"
"5022","Totals",2192,1028,1023,"738","5","2","270","8"
"5022","Election Day",2192,315,314,"216","3","1","90","4"
"5022","Early Vote",2192,307,307,"208","0","0","98","1"
"5022","Mail",2192,406,402,"314","2","1","82","3"
"5023","Totals",2522,1914,1913,"652","4","3","1235","19"
"5023","Election Day",2522,469,468,"107","2","1","354","4"
"5023","Early Vote",2522,711,711,"182","1","2","524","2"
"5023","Mail",2522,734,734,"363","1","0","357","13"
"5024","Totals",2491,2008,2007,"705","7","5","1267","23"
"5024","Election Day",2491,370,370,"115","0","0","249","6"
"5024","Early Vote",2491,769,769,"169","1","0","594","5"
"5024","Mail",2491,869,868,"421","6","5","424","12"
"5025","Totals",2817,2180,2177,"879","14","8","1255","21"
"5025","Election Day",2817,422,422,"133","7","2","275","5"
"5025","Early Vote",2817,831,831,"242","0","2","582","5"
"5025","Mail",2817,927,924,"504","7","4","398","11"
"5028","Totals",104,48,48,"22","0","1","24","1"
"5028","Election Day",104,12,12,"6","0","0","6","0"
"5028","Early Vote",104,14,14,"2","0","1","11","0"
"5028","Mail",104,22,22,"14","0","0","7","1"
"5029","Totals",1979,1004,998,"562","6","1","417","12"
"5029","Election Day",1979,238,237,"127","3","0","105","2"
"5029","Early Vote",1979,267,266,"125","0","0","137","4"
"5029","Mail",1979,499,495,"310","3","1","175","6"
"5030","Totals",2260,1240,1237,"676","3","1","534","23"
"5030","Election Day",2260,250,249,"135","2","0","108","4"
"5030","Early Vote",2260,365,363,"160","1","1","194","7"
"5030","Mail",2260,625,625,"381","0","0","232","12"
"5031","Totals",2514,1358,1356,"889","3","2","446","16"
"5031","Election Day",2514,372,371,"212","1","0","151","7"
"5031","Early Vote",2514,465,465,"281","1","0","180","3"
"5031","Mail",2514,521,520,"396","1","2","115","6"
"5035","Totals",0,1,1,"*","*","*","*","*"
"5035","Election Day",0,0,0,"0","0","0","0","0"
"5035","Early Vote",0,1,1,"*","*","*","*","*"
"5035","Mail",0,0,0,"0","0","0","0","0"
"5037","Totals",2817,2266,2264,"767","8","7","1455","27"
"5037","Election Day",2817,413,413,"116","2","2","289","4"
"5037","Early Vote",2817,1002,1002,"206","2","1","787","6"
"5037","Mail",2817,851,849,"445","4","4","379","17"
"5038","Totals",2085,1072,1067,"623","6","2","421","15"
"5038","Election Day",2085,394,393,"245","4","1","140","3"
"5038","Early Vote",2085,318,318,"138","0","1","177","2"
"5038","Mail",2085,360,356,"240","2","0","104","10"
"5039","Totals",212,96,96,"61","0","0","34","1"
"5039","Election Day",212,28,28,"17","0","0","10","1"
"5039","Early Vote",212,30,30,"21","0","0","9","0"
"5039","Mail",212,38,38,"23","0","0","15","0"
"5040","Totals",2455,1353,1347,"797","2","2","527","19"
"5040","Election Day",2455,284,282,"161","0","0","119","2"
"5040","Early Vote",2455,510,509,"255","0","2","249","3"
"5040","Mail",2455,559,556,"381","2","0","159","14"
"5041","Totals",434,251,250,"129","4","1","109","7"
